Sentence,Sentiment
regulator backs approval injectable asthma drug,1
aapl resistance area,0
technopolis petersburg telecommunications university russian support fund legislative initiatives signed protocol intent year technopark petersburg base petersburg telecommunications university,0
finnish property investment company citycon plans issue directed subordinated convertible bonds institutional investors,0
aspocomp intends plant manufacture printed circuit boards investment rs crore,0
holds percent outokumpu shares voting rights lawmakers gave permission reduce stake percent,0
exclusivebp chinas cnpc unveil alliance sources,1
yakima created position emerging economic downturns,0
aapl short ,-1
amrn many times find bottoms shorts start rejoicing bulls start rejoicing currently shorts rejoicing,-1
grounds notification tiimari issued capital convertible loan allocation decision board ,0
this organization assume responsibility operations russia,0
swedish maritime administration closed furusund channel viking line normally charters route stockholm,0
communications security corp stock exchange release october company updates full year outlook estimates results remain loss full year,0
barclays lloyds banking group banks today,1
finland martela offers comprehensive service cover entire process change initial inventory design removal maintenance,0
tesla motors recalls model suvs tsla httpstcofdxaegi,-1
company board directors propose dividend annual general meeting,0
sold down hedging call letting calls ride solo,1
vegastrader looks like good entry qihu here,1
omena based matinkyla district southern part city espoo southern finland,0
other shareholder entitlements became effective today,0
yhoo making,1
recovery evident liquid handling business particularly areas outside europe primarily north america asia,1
company operates power plants tyumen chelyabinsk regions khantymansi autonomous district,0
baltic countries sales fell russia terms euros terms local currency,0
cash flow operations januarydecember negative compared corresponding period ,0
finnish national carrier said loss april june euro million profit euro million year earlier,0
tightened competition situation production automation market affected sales cencorp said,0
star analyst wittine longbow research reiterated hold rating ntap,1
standardised services positive reception among customers well itella,1
kyroskoski investment completed late ????nekoski investment spring ,0
group cash flow operations positive,1
march finnish company digia digv announced today agreement mobilephone major nokia nokv acquire commercial licensing service business related nokia technology,1
renewed inbev sabmiller stake beer battle,1
etteplan targets employ least people borl??nge,1
thanks extensive industry operations experience cybercom offers strategic technological expertise markets telecom industry media public sector retail banking financial services,0
rejecting highs shortableat,-1
finnish automation solutions developer cencorp corporation helsinki cncv issued thursday september profit warning third quarter ,0
secure files online like filling return making backup boring,0
cost short finally making gains take half gains,-1
neon oversold,1
situation coated magazine printing paper continue weak,-1
stockmann mastercard widened scope cooperation estonia latvia,1
 interest income,0
swedbank shares hardest swedish banks ongoing international financial crisis,-1
finnish silicon wafers maker okmetic said september invest total euro sensor wafer business,0
contracts raute corporation muling kemian wood products announced november taken effect,0
joins forces norske norway,1
tekla provides software building infrastructure engineering focus building information modelling steel concrete structures design construction,0
 comptel slipped loss eur profit eur previous year,0
current year raute expects sales increase operating result positive,1
ftse flat standard chartered leads risers,1
helsinki metso said upgrade upmkymmene four paper machines latter mill jaemsaenkoski coating color supply system machine process controls quality measurements,1
brazilian nonprofit interbank camara interbancaria pagamentos acquired solutions business integration solutions provider sterling commerce latter company said statement,1
these restrictions apply statutory dividends,0
finnish business software group affectogenimap said profit halved euro first nine months euro period ,-1
exports goods fell imports,0
dxcm making higher highs higher lows consolidates past several weeks time high ,1
equity ratio compared third quarter sales frozen foods business totaled third quarter ,1
finnair carried record million passengers increase percent previous year finnish national carrier reported tuesday,1
changes asbuilt models design communicated subcontractors accommodate steel glass reinforced concrete fabrication process,0
endp sued ftcnobody hanging heads,-1
september finnish electrical components maker salcomp salv announced today launch latest twist charger platform,0
ebrd using funds provide million loan portion million euros syndicated finnish commercial banks nordea bank finland pohjola bank,0
shareholder full name code petri ailus born information please contact isto hantila ,0
gmcr acting fall today horrible action since yesterday,-1
after renovation biggest moulding line orhangazi foundry modern line europe,1
financial impact estimated meur annual improvement division result starting fiscal year ,1
cargotec share capital increase totals euros,0
olvi expects sales market share increase first quarter ,1
both operating profit sales sixmonth period increased respectively eur eur compared corresponding period ,1
tesco share price closes higher directors leave grocer,1
chain posted sales million euros full rise percent yearonyear,1
contrast company loss third quarter contracted million million corresponding period year,1
sales sataflexo group came eur group companies employed total people,0
corporation sept  corporate release stock exchange release capital markets london sept wednesday september hold capital markets investors analysts london,0
finnish financial group aktia operating profit increased ,1
first nine months company loss narrowed million corresponding period ,1
total citycon shares nominal value share subscribed march exercising options based company stock option plan ,0
agreement expands tekla structures scope bridge design,1
maglan capital february long fairpoint httpstkscoseqc,1
power generated annually loviisa covers finland electricity consumption,0
employee leaves company within duration cover money invested ensure commitment returned company,0
nordea bank estonia part largest financial group nordic countries,0
figure includes change fair value property portfolio million,0
profit period totalled corresponding period ,-1
sales financial year expected amount eurm operating result ebit expected loss announced,-1
news finnish lifting equipment maker konecranes kcrv said today profit rose million first nine months million,1
company booked apriljune orders worth compared period year,1
winners losers aviva friends life lead ftse gainers,1
shell challenges exxon dominance billionpound,-1
brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen expand prepaid billing system,1
sale allow campofrio focus recently announced takeover groupe smithfield holdings european unit smithfield foods,0
credit covers approximately ship price,0
profit period totaled corresponding period ,1
hope increase traffic volumes opening freight scandinavia,1
time accumulate long position upside downside,1
sanoma buyer target said,0
this wood lacquered clock comes stripy handcrocheted cover,0
operating profit improved,1
possibly also photomsn,0
 bank ??land interest income increased,1
developed symbian software licensing consortium nokia,0
news finnish industrial environmental measurement equipment maker vaisala vaias said yesterday develop operational reference radiosonde climate change observations,0
teliasonera secured deliveries modems support second quarter ,1
previous offer voting rights capital,0
acquisitions made businesses well integrated,1
alexandria march patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland developed method mobility support internettype protocol traffic communication system,0
proving good cellphone design truly work website nokia provides colorful canvas expression mobileinspired sentiments,1
equity indexes working positive engulfing march smallcaps semis fakeout bout,1
finnish metal components supplier componenta said profit went euro euro ,1
seawind route finnish port turku stockholm stuck already around wednesday regal star journey swedish port kapellskar paldiski northwestern estonia short thursday,0
recorded sales generated exports customers western europe statement said,0
poyry recognized world leading advisors global forestry industry,1
goog breakout likely medium target httpstkscolpz httpchartlylgbrr,1
october finnish environmental management company lassila tikanoja latv said today profit declined eur first nine months eur period year earlier,0
earnings share higher year ahead market consensus,1
decision french court relates claims raised twentyone former aspocomp employees company said,0
samsung currently occupies third place lost ground quarter dropping share overall,0
nokia siemens networks struggled make profit past years,-1
insurance division turned eurm profit,0
profit period euro million,0
following workday customers check home computers purchases divided different ingredient groups much energy various products contain nutritional content purchases,0
okmetic used furnaces contract manufacturing solar crystals,0
nevertheless development allowed ruin print newspaper continues sanoma news main medium,0
news finnish business information systems developer solteq stqv said today loss widened  first quarter  peri,-1
benefon turn salo unit business unit establish business unit,0
results expected late ,0
gild sandbagged guidance last billion cautiously optimistic wait next confirmation,0
developing cooperation keyword advertising microsoft,1
contract value amounts eurm company added,0
kalnapiliotauro grupe kalnapilistauras group owned denmark royal unibrew raised market share percent percent beer sales nine months jumped percent million liters,1
total wonderware certified available integrate support wonderware products intouch software industrialsql server historian wonderware information server analyst software analyst software,0
timo penttila appointed manager responsible asset management nordea institutional customers finland,0
company offers payroll services including payroll processing payroll administration employee services including direct deposit check signing readychex,0
financialwire cooperation investrend broadcast syndicate also provides complete daily conference call webcast schedules service shareholders investors firstalert networks oefirstalert daily,0
return investment compared ,1
stuk today full service house expert radiation nuclear safety issues,0
april neste separated parent company finnish energy company fortum became listed helsinki stock exchange,0
finnish bank ??land reports operating profit first quarter corresponding period ,0
nordea group operating profit increased percent yearonyear billion euros total revenue percent billion euros,1
fixed mobile convergence solutions represent value proposition today communication market,0
most growth beer consumption took place east latin america africa,0
qualcomm dividend increase rewards patient investors future looks bright httpstcotjjvpqhhqd qcom,1
resting comfortably looking forward getting back work,0
operating loss totalled profit first half ,-1
operating profit totalled first half ,0
nordstjernan make offer approximately month september ,0
galvan made savings adjustments buying less liquor watching portion sizes,0
alexandria march jaakko vilo turku finland developed panel press,0
liquid handling products include electronic mechanical pipettes disposable tips well pipette maintenance calibration services research institutions healthcare industrial laboratories,0
antniemi refuted report finnish daily turun sanomat company reorganizing operations baltic countries,0
following payment made april company total million loans financial institutions,0
qihu totally missed jump break test didnt congrats shorts,-1
utility also provide services related electricity management hedging trades risk management reporting,0
finnish investment group neomarkka nembv said today former production facilities kuitu finland part negotiations option invest specialty cellulose fiber business,0
januaryseptember group sales continuing operations rose  corresponding period ,1
simultaneously merger plan another merger plan signed according suomen projektivuokraus subsidiary vtmrakennuskonevuokraamo would merged vtmrakennuskonevuokraamo,0
finnish electronics contract manufacturer scanfil reports sales second quarter year earlier,0
correctedshire dyax,1
also includes installation equipment training startup services well service work shoe press delivered vaahto ,0
nokia also negotiating product portfolio company,0
glencore slumps percent debt fears grow,-1
value order,0
company said agreed eurm unsecured credit line lenders,0
agreement cover monitoring maintenance server capacity service backups oneyear extension option,0
bbry sierra great cash balance impressive growth ratewould wonderful marriage,1
profit taxes period eur eur last year,1
specialises construction renovation work residential nonresidential building well premises industrial logistical,0
sales decreased million million,0
pretax profit rose corresponding period ,1
sales finnish sanoma learning literature finnish media group sanoma decreased januaryjune totalling  corresponding period ,0
size cider bottle remain unchanged,0
finlan listed food industry company hkscan group controlled companies baltics improved revenues  year,1
revenue quarter fell percent euro billion compared year earlier,-1
what think,0
keith skeoch step david nish quits chief executive standard life,0
upgrade intended raise network capacity several cities enabling bidirectional services digital television well broadband data,1
financial details provided,0
tesco share price tumbles negative broker note,-1
finnish consultancy satama interactive said november jarmo lonnfors took position,0
according company layoffs temporary,0
cargo traffic fell yearonyear tonnes september ,0
rihko started manage raisio benecol business summer heading tobacco company altadis european operations,0
financial statements interim reports released around finnish time given dates,0
company supposed deliver machinery veneer mill tomsk region russia,0
building home improvement trade sales totalled  year earlier,-1
shire share price pressure bn baxalta deal,-1
would premature talk dates volume investment procedure said,0
russian government contribute necessary funds said,0
position pursue novel clinical candidates going forward,1
cymed sales expected amount ,0
finnish paints company acquired remaining ukraine undisclosed,0
atria also shares kauhajoen teurastamokiinteistot kauhajoki slaughterhouse propertyfrom itikka cooperative,0
terms acquisition disclosed,0
combined basware enterprise purchase portfolio provides high level automation procurement invoice workflows,0
company generates sales euro annually employs ,0
insurance hires towergates egan chief financial officer,0
however bottomline result improved thanks positive financial items,1
nflx lows,1
ahlstrom headquartered helsinki finland global leader development manufacture marketing high performance fibrebased materials,0
dmnd green moving,1
 profit taxes amounted ,0
cosmetics collection includes shadow face powder gloss mascara accessories,0
increase range vary,0
operating profit continuing operations fell first half ,-1
company said focus resources clinical research,0
tekla structures installation built according microsoft requirements windows certification company added,0
astrazeneca acquires pharma billion deal,1
kone shares dropped percent xac helsinki,-1
daily graphic newspaper october reported initiative embarked upon fidelity bank partner ghana post offices across country offer financial services unbanked underbanked country,0
shares held company number outstanding shares voting rights attached shares amounts thus ,0
stocks little changed near record barclays shell fall,-1
amrn sell signal still force target,-1
finnish food industry companies ruokatalo atria form joint venture company called l??nsikalkkuna produce turkey meat,1
annual capacity ,0
kept sell rating nordea reaffirmed recommendations,0
operating profit excluding restructuring costs grew million million operating profit including restructuring costs showed even larger growth million million,1
revenue july september grew percent euro billion finnish company said thursday,1
operating profit rose corresponding period representing sales,1
,1
separate announcement helsinki stock exchange atria revealed company third quarter profits declined eur third quarter last year eur year,0
operating loss pulp paper machinery unit september august compared profit year earlier,-1
baltic countries sales fell russia terms euros terms local currency,-1
fair value change investment properties compared third quarter ,0
company plans expand international market subsidiaries distributors onwards,1
investment would eurm,0
according finnish insurance companies tapiola local insurance group l??hivakuutus pohjola fierce storms july beginning august felled trees around finland speeded sales forest insurance,1
httpstkscoow closer inspection resistance points north d downward trendline chart,-1
sweden agreement covers data communication services well,0
breaking market pulls back httpstkscorcet,1
skogster currently serves manager responsible system modules voltage drives,0
pretax profit totaled ,0
rationalization operations seeks achieve million yearly savings second quarter current financial year,1
metso delivery include complete coated board line related systems winders,0
reductions concluded autumn ,0
company also said board directors proposed profit distribution eur share,0
mpwr sells k april thmeh,-1
bank forecasts finland grow ,1
chief financial officer heindlmeyer said beyond oblivion advanced talks four major recording companies service,0
addition production varpaisj?? factory stopped beginning april ,-1
building system service revenue ,0
most increase sales acquisition swedish silva produces garden tools boats,1
budapest august finnish electronics maker elcoteq workers plants pecs hungary september falling orders communications director elcoteq local unit zoltan krippl told monday,0
product range includes marinated olives cold cuts pates example,0
aldata noted voice supply chain technology approach enables integrate warehouse management systems,0
nasdaqlisted yahoo introduced service enables malaysians take favorite internet content services mobile phones,1
shares held company group companies number outstanding shares voting rights attached shares thus amounts ,0
also build aqua park wellness area restaurant multifunctional arena,0
bull flag daily earnings table tomorrow movewill straddle earningslots guaranteed,1
sainsbury sales slip price pressures take toll,-1
since association data cover sales figures small local breweries sales imported beer products actual market shares members smaller given report,0
according hkscan finland plan increase j??rvisuomen portti sales mn mn,1
watch bancostheyre holding relatively well compared broad market large buying backburner,1
divested company part tietoenator business area government manufacturing retail,0
rosen cautious optimistic inregard second half year,0
seminar introduced modern clean technologies products financial tools sponsorship programs energy environment projects well potential develop clean energy vietnam,1
reporting period sales rose yearonyear eur business acquisitions realized first half effect eur review period,1
apartments home purchased regions russia subsidiaries carry activities moscow moscow region petersburg ekaterinburg kazan rostovondon,0
bone earnings stocks poised httpstkscozwe,1
finnish konecranes raised sales growth estimate ,1
finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports sales first quarter cent smaller corresponding period ,-1
entertainment dispels takeover rumours,1
dividends payable annually shall deducted share subscription price,0
product launches finland double ,1
this assignment strengthens poyry position international provider engineering project services chemical process industry,1
alpina sports lebanon hampshire based distributor alpina shoes skis exel poles start waxes also peltonen crosscountry skis,0
cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure,1
reported operating margin negative,-1
purchase price disclosed,0
okmetic expects sales first half less ,0
finnish pharmaceuticals company orion sales rose mn first quarter mn first quarter ,1
bearish pattern considering bullish sentiment thats impressive bearish move httpstcotajfchqh,-1
according sepp??nen technology umts solution network building costs onethird lower building networks operating frequency,1
number means creating added value stakeholders everything,0
number offers received contract,0
donations universities annual general meeting authorized board directors donate,0
expects revenue billion billion compared analyst estimates billion,0
diameter protocol developed according standards ietf ietf ,0
underground parking facilities also built basement floor,0
dish weakness continues again area resistance last week,-1
fusioniq positive timing signal sbux today httpstcoimlxzyna please retweet signals,1
representative body swedish meats approved improved offer finnish ruokatalo acquire company,1
mreal sales expected increased yearonyear eurm second quarter ,1
weber convinced friend ostrom owned lake street sporting goods store sell lures,0
aapl beaten down hated hhhmm opposite happens next,-1
significant challengers market logset samporosenlew,0
district court helsinki dismissed charges court first instance ,1
teleste optiflex amplifier products used ongoing capacity upgrade network bidirectionality,0
previously company expected financial performance remain level ,0
insurers admiral blows cold aviva soars prefriends life merger,0
retail giant kingfisher reports solid start year,1
tsla yeah lets s,-1
company scheduled traffic measured revenue passenger kilometres grew nearly passengers carried scheduled flights february ,1
validating fgvoip client symbian signed represents significant step forward accomplishing goal,1
royal mail gets mixed ofcom postal regulation report,0
trade accordance agreement announced march ,0
shell shareholders vote deal january,0
cision says sale return operation profitability,1
isolationism another sell rating sell ratings several companies httpstcojfnnx aapl apple,-1
order consists outsourced application management support planning tecnotree thirdparty applications,0
group sales third quarter totaled operating profit,0
vaisala headquartered helsinki finland develops manufactures electronic measurement systems meteorology environmental sciences traffic industry,0
looks like bear traps getting laid faster cadbury creme eggs easter bunny,1
sales midstrength beer decreased,0
represent voting rights share capital citycon,0
company employees annual sales approximately eurm,0
 deal likely bring savings mnmn,1
international operations accounted sales,0
these financing arrangements enable company ensure line treasury policy sufficient financial instruments disposal potential capital requirements,1
gild chart with back support httpstcogprzujfc,1
operating loss amounted compared profit second quarter ,-1
order also includes extensive maintenance work shoe press delivered vaahto ,0
thanks internet consumers compare products previously finnish companies competitive,0
operating profit totalled loss fourth quarter ,1
real estate company posted loss xa million xa share compared profit xa million xa share corresponding quarter ,-1
earnings share amounted loss eur,-1
biggest sellers chain supermarkets finland organic pirkka tomatoes carrots eggs meat products,0
aapl long ,1
total value project valued bn,0
cgrantwsj think tsla bubble might time long love cars might keep getting funding,1
when product manufactured finland also packed country,0
continues consolidate previous break area,1
sure happening,0
news finnish drives manufacturer vacon vacv said today representative offices romania ukraine serve growing markets eastern southeastern europe,1
scanfil issued profit warning april ,0
contract includes design construction delivery equipment installation commissioning,0
finland leading metals group outokumpu said fourthquarter profit tripled back strong global demand stainless steel soaring base metal prices proceeds sale technology unit,1
amzn trailing months operating cash flow rose billion free cash flow decreased million httpstkscoczg,0
posted turnover euro operating profit euro ,0
dismissed staff members take matter court unless settled outside,-1
linkedin revenue nearly httpstkscogft lnkd,1
moskovia builds housing moscow surrounding cities,0
value deal exceeds eur company said,0
scanfil systems supplier contract manufacturer communications sector give notice productional employees temporarily employees company plant sievi finland,0
repo rate gradually reach according nordea economic outlook,0
symphony services provides development services aldata gold,0
license agreement nokia corp part expires april ,0
divested stake represented shares okmetic capital,0
angelesbased pacific office properties trust acquires owns operates office properties western focusing initially markets honolulu diego angeles phoenix,0
finland five largest brands control beer market,0
adanac molybdenum canada ordered grinding technology molybdenum project british columbia canada shalkiya zinc kazakhstan awarded contract grinding technology shalkiya zinclead project kazakhstan,1
part transaction ????nekoski paper mill remained mreal ownership continued galerie production sappi longterm contract,0
delivery second half ,0
agreement valid four years,0
also strong assets electronic media employing increase percent last year,1
many commercial vessels stuck narrow bothnia thicker around aaland islands,-1
venture owned kemira ivrcl operate inorganic coagulant manufacturing facility built vishakapatnam vizag state andhra pradesh kick operations second half ,0
 gawker media delivered newstex love fishing video games felt enough wackiness involved activision nasdaq atvi rapala fish might catch familyfun hook,0
cardona slowed vehicle turned around returned intersection called,0
manufacture cpps undertaken existing export oriented unit wartsila factory khopoli near mumbai,0
percent upside shares,1
januaryjune diluted loss share stood eur versus eur first half ,0
chime communications acquired providence,1
dixons carphone profit boost strong sales,1
devices involved action,0
capital expenditure energy efficiency unfortunately fallen along decline economy,-1
under agreement geosentric provide gypsiipowered hotel information reservation services visitors china including popular cities beijing shanghai,1
valga lihatoostus markets products maks moorits trademark,0
finnish consumer packaging manufacturer huhtamaki said swung profit euro first nine months loss euro period ,1
homebuilders breaking support watch,-1
besides increased share meat various sausages offering number tastes grill products shish kebabs segment paavel said,1
like breakout long well getting could,1
helsinki finland sept globe newswire ixonos expands company smartphone services establishes nextgeneration smartphone design unit connection ixonos site jyvaeskylae,1
axdx bored took proprietary profit exit like option liquidity lousy spreads,-1
total donation amount ,0
facility used refinance citycon existing credit facility company said,0
finnish real estate company sponda said april would build vuosaari harbour service center port helsinki,0
building home improvement trade sales decreased totalling ,-1
exactly happened recent weekday east haven baker brought remind residents easter tradition making wheat rice pies,0
company moved operating profit eur versus operating loss eur also turned eur versus loss share eur,1
costs ropax vessels lower present ones,1
deal also includes tenyear maintenance agreement,0
transactions would increase earnings share first quarter eur,1
market data analytics derived primary secondary research,0
programs popping close print cheap money means higher stock prices robot buying,1
cencorp would focus development manufacture marketing standard products production automation,0
crucially decision etsi european telecommunication standard institute backed dvbh adds growing list operators equipment manufacturers opting standard global january competing technologies mobile,0
size extension already gross area ,0
location change wellmont store transport service,0
other potential clients include public administration organizations investing utility networks services,0
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand products customers find increasingly difficult fund operations,0
reng group posted sales approximately million kroons ,0
barclays share price subdued bank faces fresh forex probe,-1
markets expect heineken sell hartwall whole parts,0
addition tulikivi corporation also currently member board following companies altia corporation j??rvisuomen portti osuuskunta osuuskunta profile vehicles voimatel,0
last year production closed mills finland slashed jobs,-1
currently plant operates full capacity,0
report profiles companies including many niche players worldwide black decker corporation fiskars corporation fiskars brands husqvarna outdoor products group ryobi technologies scotts miraclegro company group,0
move carried transferring hkscan productionrelated property plant equipment well holdings subsidiaries associate companies country hkscan finland,0
happen overnight,0
chief executive officer ollipekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone blackberry,-1
deutsche bank cuts sbux,-1
irish housebuilder cairn homes plans london listing,1
cramo manager jarmo laasanen said hiring equipment machinery lithuania differs baltic countries lithuania still many public structures roads bridges airports shops built,0
paper company mreal calculated biscuit cartons made using gsm lighter board saved course months would equal generated driving ,0
company expects open first online shop summer ,0
moscow metro wwwmosmetroru first metro system europe implement smart cards together type magnetic card ,0
small firms suffering moment likely money trouble added,-1
sales revenue passenger expected increase,1
return capital employed roce negative compared ,0
indigo somoncom serve subscribers market share approximately ,0
share price group mulls takeover canadas entertainment,1
operating profit sixmonth period decreased eur sales increased eur compared corresponding period ,0
significant capital expenditure items global enterprise resource planning project product development production machines,0
kone said court papers union action delayed repairs elevators federal courthouse saltonstall state office building,0
tsla,-1
according finnish financial services group sampo bj??rn wahlroos danish danske bank acquisition sampo bank largest cash deal finland economic history,0
fsecure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey,0
december alone members lithuanian brewers association sold total million liters beer increase percent sales million liters december ,1
cocacola market leader manufacturers market share corresponding period ,0
barclays barc nyse credit agricole cagr,0
finnish componenta published longterm strategy period growing together customers,0
veneer plywood industry sweden quite small despite material resources,0
viking million ship completed january ,0
rautaruukki aims find work group locations made redundant,0
according company addition normal seasonal fluctuation market situation weakened autumn ,-1
their names released,0
also bringing right kind people upgrade human resources,1
kesko previously published stock exchange release concerning deal february ,0
completes largest medically underwritten bulk pension risk deal,1
lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur eur year,0
value deal disclosed,0
tsla downside next weeks careful dollars drop potential moved,-1
they would invest physical infrastructure would also provide knowhow managing developing science technology parks said sunrise valley director andrius bagdonas,1
favourable currency rates also contributed higher sales kari kauniskangas said,1
neste corporation refining operation asset summary report summary neste corporation refining operation assets summary report essential source company data information,0
union company officials return calls yesterday,0
german commerzbank hamburg branch morgan nyse participated arrangers dutch inga coarranger,0
global life science industry strictly regulated international national authorities,0
tiimari finnish retailer reported geenrated quarterly revenues totalling quarter loss ,1
financial detail available,0
following divestment fiskars outdoor unit comprise brands gerber silva buster focus multitools knives compasses mobile lighting pedometers aluminium boats,0
 arcelormittal lost euronext paris coming lead bluechip fallers,-1
ogden reportedly shell million,0
gale breakout coming soon,1
august latvijas finieris ordered production lines green veneer mill built ukmerge central lithuania,0
foundries division reports sales increased corresponding period sales machine shop division increased corresponding period ,1
finnish high technology provider vaahto group reports sales accounting period september february increase year earlier,1
bbry mm trends turn bullish today resistance level httpstkscojqt,1
isolationism another sell rating sell ratings several companies httpstconkwecrba aapl blue,-1
company said sales three months march slid eur eur last year,0
finnish energy company fortum stricter target limits shortterm carbon dioxide emissions heat electricity production,0
refining margin year compared prior year,1
prgn bottom right here,0
operating profit rose corresponding period ,1
tsla weakest todays watchlist,-1
tesla voluntary recall model vehicles back seat issue tsla httpstconpakcugs,-1
manufacturing begin pietarsaari beginning year delivery take place october ,0
addon order contains among others control valves instrumentation well complete mill engineering electrification metso drive controls,0
lodged counter claims neste totaling eurm primarily based work carried contract additional costs incurred prolongation project,-1
reductions implemented mainly course first half ,0
tesco asda sales fall march discounters continues kantar,-1
first quarter expected line analysts forecasts,0
press conference lattelecom board chairman nils melngailis explained blackstone chosen experience sector well financial strength,1
shares represented total share capital total voting rights,0
mobile data transfer expected increase explosively,0
bottoming again good time,1
workers ??m??l affected closedown,0
construction scheduled start apriljune completed early ,0
finnish waste management cleaning group lassila tikanoja profit went euro euro ,0
operating loss increased mn loss ,-1
this second successful effort financial investor year,1
traders flushed start going slowly,1
after fixing homebase cutting costs closing nonprofitable units looking going forward said,1
finnish media group talentum issued profit warning,0
update astrazeneca sells rare cancer drug sanofi,1
total investment project approximately,0
demand sports equipment good ,1
according vauramo plant lifting equipment suitable asian chinese trucks,0
kraftheinz merger came together speedy weeks,1
kaukotelko press release  telko group kaukotelko expanding strategic partnership industrial lubricants services acquiring total ownership swedish retail company moluballoy,1
narrows eur october finnish software hardware developer elektrobit ebgv said today loss narrowed eur first nine months eur period year,1
vaisala also said expects sales million compared million recorded ,1
order also covers design services hardware software licences well maintenance services years,0
compared ftse index rose points relative price change,0
tailored solutions meet solel technical requirements result costeffective manufacturing highestquality reflectors,1
operating income rose  ,1
sales billion international operations accounted roughly quarter,0
sales volume cocacola market share decreased,-1
desk reach full planned strength persons autumn ,0
price category calls preferred operator network another calls operators networks,0
first charging stations made available already whole network ready ,0
includes options additional communal building sites well construction supervision works construction sites,0
operating profit fell including vessel sales gain,0
largest restructuring planned italy negotiations cuts initiated today company noted,-1
first solteq services companies operating petersburg area include maintenance material management systems data collection solutions,0
shifting minute here suspect take highs,1
operating profit rose eur eur year earlier,1
they used control speed electric motors used industry municipal engineering power generation using renewable energy,0
meggitt share price tumbles profit falls challenging year,-1
imrs important pragmatic analysishigh prices could offer headwindsbullish story intactevenif market rolls,1
commerce department published worsethanexpected construction spending figures november,0
under agreement pfizer funding biotie research activities pde phosphodiesterase inhibitor program since start late sole authority develop discovered compounds,0
tests conducted nokia siemens center competence espoo finland follow company production start lteready flexi multiradio base stations band april complement earlier tests nokia  bands,0
says brian burton head security vodafone,0
cash operating activities negative compared ,0
total need staff cuts corresponds manyears,0
within framework partnership nokia siemens networks signed initial framework purchase agreement sitronics subsidiary mikron largest manufacturer exporter microelectronic components russia,1
estimated annual value frame agreement mn,0
company expects sales first half reach previous year level,1
addition stake megafon telecominvest currently owns shares plus petersburg payphones telecom equipment producer peterservis number minor assets,0
russia container shipping group fesco finnish logistics company nurminen logistics started pilot project offering clients direct intermodal transportation service finland asia pacific countries fesco said statement,1
operating profit fell ,0
finnish silicon wafers manufacturer okmetic said swung profit euro first nine months loss euro year earlier,1
fiskars founded oldest companies world largest manufacturer lightweight stainless steel scissors,0
convert plants flexible manufacturers technologically demanding products,1
today connecting people different ways fusing advanced mobile technology personalized services enable people stay close matters,0
baltic countries sales fell,-1
hour news icis news wwwiciscom click trial icis news,0
finland paper paperboard reclaimed,0
total citycon shares nominal value share subscribed december exercising options based company stock option plan ,0
grpn might selling ahead earnings,-1
incap contract manufacturing carry manufacturing agreements factory tumkur near bangalore,0
cargo volume increased approximately,1
googl with lawsuit russian search engine yndx httpstkscobkd,-1
aapl action close indicates aapl probably near term high momentum slowing huge,1
company awarded worth tools materials,0
however company profit third quarter eur eur corresponding period ,-1
bank also expects additional costs related dash q jets group shelved october ,0
turbines expected launched ,0
adpnews finnish silicon wafers maker okmetic okmv said reduce number clerical workers worldwide result personnel negotiations completed today,0
shell offers percent premium billion,1
lean system supports change management component purchasing extremely well,1
incap furniture presently negotiating staff cuts,-1
haven register subscribe newspaper,0
production levels agreed producers long time fall consumption lead losses,-1
nvda sideways,0
diageo shares surge report possible takeover lemann,1
approach much materials produced line principles sustainable development,0
nordea definitely sampo acquire said analyst sampo would appear agenda nordea ahead privatisation,0
ahlstrom headquartered helsinki finland global company involved development manufacture marketing high performance fibrebased materials,0
redesigned crushing circuit operation since start september overall production rate weekly basis excess average tonnes,0
combination services enabling offer complex strengthened service chain limited baltic port connections also getting access world wide grimaldi network mediterranean africa north america says bakosch,1
reasons read report report contains relevant information leaving excessive data,0
adobe receives rating analyst adbe httpstcoljnxpevhzn,1
part agreement aspocomp also give meadville slice subsidiary operating oulu finland,0
order includes handling line peeling line drying line production parquet base layer veneer plyfa hassela mill central sweden,0
diluted earnings share stood versus,-1
vrtx early technical signal confirmation needs fundam incentive httpstcoquysrqfox,1
johnson matthey raises prospect investor payout,1
chain trying costs pressuring vendors fitness equipment manufacturer precor slash prices,0
aldata solution global company engaged supplier consumer business process optimization announced details dollars dinosaurs program,0
also development online businesses continue,0
method system controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland,0
fortum previously bought stateheld stake tgk reform,0
revenue grew percent xac million million xac million,1
seppala revenue increased eur finland revenue went eur sales abroad rose eur sales increased baltic countries well russia ukraine,1
decent pull back,-1
master mayawas jointly developed nokia siemens networks fremantlemedia actively advertised maxis ,0
endp looking long entry todays price action appealing,0
covered small short loss flat cash,1
return equity stood compared third quarter ,1
